document,precision_A,recall_A,F1_A,BLEU-4_A,local_align_score_A,precision_B,recall_B,F1_B,BLEU-4_B,local_align_score_B,headings_count_A,headings_percent_A,figures_count_A,tables_count_A,headings_count_B,headings_percent_B,figures_count_B,tables_count_B,pct_chunks_end_at_sentence_A,pct_sentences_split_A,mean_tokens_A,std_tokens_A,max_tokens_A,pct_chunks_end_at_sentence_B,pct_sentences_split_B,mean_tokens_B,std_tokens_B,max_tokens_B,time_per_page_A,pages_per_second_A,time_per_page_B,pages_per_second_B
selected_images_merged.pdf,0.12848689771766694,0.12922815327624948,0.1288564594750068,0.45340902228395435,950,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,38.20754716981132,13.873626373626374,92.93427230046949,114.98105742770615,834,100.0,0.0,0.0,0.0,0,1.760814285219004e-05,56791.906358007735,2.7787618386182225e-06,359872.5108796167
